,adress,Latitude,Longitude,
,"обл. Псковская, г. Псков, ул. Звездная, д. 12",57.8389327,28.3429211,1976
,"обл. Псковская, г. Псков, ул. Звездная, д. 13",57.8390982,28.3455984,1977
,"обл. Псковская, г. Псков, ул. Звездная, д. 14",57.838079,28.342717,1977
,"обл. Псковская, г. Псков, ул. Звездная, д. 15",57.8394175,28.3445126,1977
,"обл. Псковская, г. Псков, ул. Звездная, д. 15А",57.839993,28.3453605,1992
,"обл. Псковская, г. Псков, ул. Звездная, д. 16",57.838822,28.3413566,1977
,"обл. Псковская, г. Псков, ул. Звездная, д. 17",57.8407769,28.3431293,2011
,"обл. Псковская, г. Псков, ул. Звездная, д. 17А",57.840742,28.3440896,1992
,"обл. Псковская, г. Псков, ул. Звездная, д. 18",57.83963199999999,28.341645,1976
,"обл. Псковская, г. Псков, ул. Звездная, д. 19",57.8397623,28.3433017,2012
,"обл. Псковская, г. Псков, ул. Звездная, д. 20",57.83924859999999,28.3404595,1976
,"обл. Псковская, г. Псков, ул. Звездная, д. 21",57.84041479999999,28.3417403,2011
,"обл. Псковская, г. Псков, пер. Зеленый, д. 1",57.8001415,28.4013955,1999
,"обл. Псковская, г. Псков, пер. Зеленый, д. 3",57.80050439999999,28.4002187,1999
,"обл. Псковская, г. Псков, пер. Зеленый, д. 5",57.800589,28.399855,1999
,"обл. Псковская, г. Псков, пер. Зеленый, д. 7",57.8006401,28.3998219,1999
,"обл. Псковская, г. Псков, ш. Зональное, д. 5",57.81402959999999,28.388048,2018
,"обл. Псковская, г. Псков, ш. Зональное, д. 7",57.8138689,28.388807,1958
,"обл. Псковская, г. Псков, ш. Зональное, д. 9",57.8136522,28.389295,1962
,"обл. Псковская, г. Псков, ш. Зональное, д. 9 а",57.81315230000001,28.3893554,1991
,"обл. Псковская, г. Псков, ш. Зональное, д. 32",57.8085665,28.3990136,1983
,"обл. Псковская, г. Псков, ш. Зональное, д. 44",57.8080693,28.4194575,1918
,"обл. Псковская, г. Псков, пер. Зональный, д. 15",57.8160179,28.3933676,2012
,"обл. Псковская, г. Псков, ул. Ивана Головко, д. 4",57.79581029999999,28.3447538,1950
,"обл. Псковская, г. Псков, ул. Ивана Головко, д. 8",57.7953882,28.344961,1950
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 5",57.83808999999999,28.302978,1983
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 5а",57.83833569999999,28.3036385,1986
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 6",57.8378339,28.3055093,1978
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 6 а",57.83710139999999,28.3058454,1979
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 7",57.8356201,28.294695,2016
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 8",57.8373174,28.304268,1981
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 8-а",57.8373174,28.304268,1979
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 10",57.8370947,28.3031365,1978
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 10а",57.8351542,28.2960314,1967
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 10б",57.8353206,28.3003925,1971
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 11",57.8362442,28.2931849,2015
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 13",57.8352496,28.2929402,2019
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 15",57.83568069999999,28.2925908,2014
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 35",57.8378384,28.288622,1971
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 37",57.8375145,28.2880026,1972
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 39",57.83727649999999,28.2873589,1970
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 43",57.8380329,28.2865098,1996
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 45",57.83876040000001,28.2865245,2000
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 47",57.8383496,28.2853036,2003
,"обл. Псковская, г. Псков, ул. Ижорского Батальона, д. 49",57.83879460000001,28.2854068,2002
,"обл. Псковская, г. Псков, линия. Изборская линия 3 км, д. 6",57.79183829999999,28.3208317,1899
,"обл. Псковская, г. Псков, ул. Индустриальная, д. 1а",57.8229044,28.3617241,1985
,"обл. Псковская, г. Псков, ул. Индустриальная, д. 2",57.82340740000001,28.3585277,1995
,"обл. Псковская, г. Псков, ул. Индустриальная, д. 2 А",57.8241172,28.3587097,1989
,"обл. Псковская, г. Псков, ул. Индустриальная, д. 2 Б",57.8245355,28.3589051,1990
,"обл. Псковская, г. Псков, ул. Индустриальная, д. 3",57.82339439999999,28.3626518,1977
,"обл. Псковская, г. Псков, ул. Индустриальная, д. 3 а",57.822833,28.3627338,1980
,"обл. Псковская, г. Псков, ул. Индустриальная, д. 4",57.82361700000001,28.3597505,1973
,"обл. Псковская, г. Псков, ул. Индустриальная, д. 4-а",57.82361700000001,28.3597505,1987
,"обл. Псковская, г. Псков, ул. Индустриальная, д. 6А",57.8245088,28.3612517,2017
,"обл. Псковская, г. Псков, ул. Инженерная, д. 9А",57.8232905,28.3668138,1981
,"обл. Псковская, г. Псков, ул. Инженерная, д. 10/6",57.82405969999999,28.3625973,1972
,"обл. Псковская, г. Псков, ул. Инженерная, д. 12",57.81473709999999,28.3688828,1972
,"обл. Псковская, г. Псков, ул. Инженерная, д. 13 А",57.82650289999999,28.3633456,1991
,"обл. Псковская, г. Псков, ул. Инженерная, д. 13 В",57.82656979999999,28.3643513,1957
,"обл. Псковская, г. Псков, ул. Инженерная, д. 14",57.8252885,28.3625841,1975
,"обл. Псковская, г. Псков, ул. Инженерная, д. 15",57.826977,28.3650426,1973
,"обл. Псковская, г. Псков, ул. Инженерная, д. 16",57.82604079999999,28.3618704,1983
,"обл. Псковская, г. Псков, ул. Инженерная, д. 17",57.827393,28.362853,1994
,"обл. Псковская, г. Псков, ул. Инженерная, д. 18",57.8265352,28.3617397,1981
,"обл. Псковская, г. Псков, ул. Инженерная, д. 21",57.8292837,28.3633072,1990
,"обл. Псковская, г. Псков, ул. Инженерная, д. 23",57.829774,28.3622793,2011
,"обл. Псковская, г. Псков, ул. Инженерная, д. 23а",57.829774,28.3622793,2013
,"обл. Псковская, г. Псков, ул. Инженерная, д. 25",57.8306477,28.361888,1988
,"обл. Псковская, г. Псков, ул. Инженерная, д. 62",57.829565,28.360726,1989
,"обл. Псковская, г. Псков, ул. Инженерная, д. 62А",57.8287741,28.360339,1993
,"обл. Псковская, г. Псков, ул. Инженерная, д. 66",57.8313947,28.360328,1976
,"обл. Псковская, г. Псков, ул. Инженерная, д. 68",57.831034,28.3585037,1975
,"обл. Псковская, г. Псков, ул. Инженерная, д. 72",57.8320897,28.3601197,1975
,"обл. Псковская, г. Псков, ул. Инженерная, д. 74",57.83266039999999,28.3590912,1975
,"обл. Псковская, г. Псков, ул. Инженерная, д. 76",57.8327861,28.3580707,1975
,"обл. Псковская, г. Псков, ул. Инженерная, д. 78",57.8336,28.3595164,1975
,"обл. Псковская, г. Псков, ул. Инженерная, д. 80",57.8333355,28.358572,1975
,"обл. Псковская, г. Псков, ул. Инженерная, д. 82",57.83380709999999,28.3579654,1976
,"обл. Псковская, г. Псков, ул. Инженерная, д. 84",57.83446349999999,28.3581999,1975
,"обл. Псковская, г. Псков, ул. Инженерная, д. 86",57.8344229,28.3574897,1975
,"обл. Псковская, г. Псков, ул. Инженерная, д. 88",57.8347132,28.3590712,1975
,"обл. Псковская, г. Псков, ул. Инженерная, д. 90",57.83575569999999,28.3575602,1990
,"обл. Псковская, г. Псков, ул. Инженерная, д. 90Б",57.83556770000001,28.358401,1991
,"обл. Псковская, г. Псков, ул. Инженерная, д. 90В",57.835829,28.3580839,2009
,"обл. Псковская, г. Псков, ул. Инженерная, д. 98",57.838896,28.3560362,1980
,"обл. Псковская, г. Псков, ул. Инженерная, д. 100а",57.83935100000001,28.355765,1996
,"обл. Псковская, г. Псков, ул. Инженерная, д. 108/62",57.84198600000001,28.35171,2015
,"обл. Псковская, г. Псков, ул. Инженерная, д. 110",57.84258699999999,28.350184,2018
,"обл. Псковская, г. Псков, ул. Инженерная, д. 114",57.8424901,28.3492226,2015
,"обл. Псковская, г. Псков, ул. Инженерная, д. 115",57.844693,28.348495,2015
,"обл. Псковская, г. Псков, ул. Инженерная, д. 118",57.8428868,28.3480753,2016
,"обл. Псковская, г. Псков, ул. Инженерная, д. 119",57.84543959999999,28.3452057,2020
,"обл. Псковская, г. Псков, ул. Инженерная, д. 120",57.8432944,28.3474462,2014
,"обл. Псковская, г. Псков, ул. Инженерная, д. 123",57.8351535,28.3597502,2021
,"обл. Псковская, г. Псков, ул. Инженерная, д. 124",57.8351653,28.3598144,2014
,"обл. Псковская, г. Псков, ул. Инженерная, д. 126",57.8351535,28.3597502,2015
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 69б",57.82597069999999,28.3527812,1958
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 116",57.8324285,28.3361272,2014
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 119",57.83191369999999,28.3361457,2013
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 121",57.83195240000001,28.3360499,2013
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 123",57.832353,28.33513,2013
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 125",57.8326496,28.3337664,2006
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 127",57.83272179999999,28.333637,2007
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 129",57.83273,28.332435,2006
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 131",57.83200799999999,28.3311558,2005
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 131А",57.831879,28.3304881,2007
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 133",57.83222809999999,28.3301551,2007
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 133б",57.83156269999999,28.3290614,2010
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 135",57.832152,28.328959,2013
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 150а",57.83214099999999,28.3235433,2016
,"обл. Псковская, г. Псков, ул. Ипподромная, д. 154а",57.8322496,28.3230361,2016
,"обл. Псковская, г. Псков, ул. Калинина, д. 1/3",57.8123051,28.3333572,1917
,"обл. Псковская, г. Псков, ул. Калинина, д. 11",57.8089406,28.33452,1955
,"обл. Псковская, г. Псков, ул. Калинина, д. 12",57.80928489999999,28.3350889,1963
,"обл. Псковская, г. Псков, ул. Калинина, д. 14",57.80883739999999,28.3352642,1959
,"обл. Псковская, г. Псков, ул. Калинина, д. 17А",57.80690069999999,28.3353547,1959
,"обл. Псковская, г. Псков, ул. Калинина, д. 19",57.806601,28.335445,1959
,"обл. Псковская, г. Псков, ул. Калинина, д. 28",57.80662299999999,28.336103,1917
,"обл. Псковская, г. Псков, ул. Карбышева, д. 1",57.7547961,28.404734,1969
,"обл. Псковская, г. Псков, ул. Карбышева, д. 2",57.7541933,28.403862,1986
,"обл. Псковская, г. Псков, ул. Карбышева, д. 3",57.75494800000001,28.4038106,1987
,"обл. Псковская, г. Псков, ул. Карбышева, д. 4",57.7542017,28.4025837,2007
,"обл. Псковская, г. Псков, ул. Карла Маркса, д. 6",57.81943459999999,28.338285,1901
,"обл. Псковская, г. Псков, ул. Карла Маркса, д. 7а",57.8188795,28.3388097,1952
,"обл. Псковская, г. Псков, ул. Карла Маркса, д. 8",57.81908900000001,28.3393506,1995
,"обл. Псковская, г. Псков, ул. Карла Маркса, д. 9",57.81871710000001,28.3394284,1961
,"обл. Псковская, г. Псков, ул. Карла Маркса, д. 17",57.81807869999999,28.3418044,1917
,"обл. Псковская, г. Псков, ул. Карла Маркса, д. 19",57.81800269999999,28.3433744,1956
,"обл. Псковская, г. Псков, ул. Карла Маркса, д. 20",57.81855419999999,28.3415932,1864
,"обл. Псковская, г. Псков, ул. Карла Маркса, д. 22",57.81850590000001,28.3423479,1917
,"обл. Псковская, г. Псков, ул. Карла Маркса, д. 24",57.8184079,28.3427755,1972
,"обл. Псковская, г. Псков, ул. Карла Маркса, д. 41",57.8175559,28.346688,1991
,"обл. Псковская, г. Псков, ул. Карла Маркса, д. 43",57.8174665,28.347233,1700
,"обл. Псковская, г. Псков, ул. Киселева, д. 3",57.822892,28.3096612,2011
,"обл. Псковская, г. Псков, ул. Киселева, д. 5",57.8223397,28.3098268,2010
,"обл. Псковская, г. Псков, ул. Киселева, д. 8",57.8199547,28.3123424,1979
,"обл. Псковская, г. Псков, ул. Киселева, д. 11",57.82040179999999,28.311423,1988
,"обл. Псковская, г. Псков, ул. Киселева, д. 13",57.8195294,28.3115751,1990
,"обл. Псковская, г. Псков, ул. Киселева, д. 17",57.81639209999999,28.3117633,1969
,"обл. Псковская, г. Псков, ул. Киселева, д. 18",57.815037,28.31368,1974
,"обл. Псковская, г. Псков, ул. Киселева, д. 18а",57.8157554,28.3137199,1974
,"обл. Псковская, г. Псков, ул. Киселева, д. 19",57.816215,28.3108973,1968
,"обл. Псковская, г. Псков, ул. Киселева, д. 25",57.8135718,28.313339,1970
,"обл. Псковская, г. Псков, ул. Киселева, д. 29/23",57.812769,28.313442,1974
,"обл. Псковская, г. Псков, ул. Кислякова, д. 3",57.7903787,28.4158591,2005
,"обл. Псковская, г. Псков, ул. Кислякова, д. 5",57.790232,28.4162769,2005
,"обл. Псковская, г. Псков, ул. Комдива Кирсанова, д. 3",57.8071213,28.3184719,1993
,"обл. Псковская, г. Псков, ул. Комдива Кирсанова, д. 4",57.80469449999999,28.3195316,1955
,"обл. Псковская, г. Псков, ул. Комдива Кирсанова, д. 6",57.8047073,28.3202492,1960
,"обл. Псковская, г. Псков, ул. Комдива Кирсанова, д. 7",57.8057285,28.3188428,1960
,"обл. Псковская, г. Псков, ул. Комдива Кирсанова, д. 8",57.8040056,28.3203237,1960
,"обл. Псковская, г. Псков, ул. Комдива Кирсанова, д. 10",57.80398950000001,28.3196125,1955
,"обл. Псковская, г. Псков, ул. Комдива Кирсанова, д. 11",57.803585,28.318785,1966
,"обл. Псковская, г. Псков, пер. Комиссаровский, д. 7",57.81544089999999,28.344821,1913
,"обл. Псковская, г. Псков, пер. Комиссаровский, д. 7а",57.81525079999999,28.3456204,1987
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 7",57.821733,28.3181565,1996
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 9",57.822158,28.3178573,1985
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 10",57.8210231,28.3188342,1967
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 11",57.821603,28.3167032,1982
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 12",57.821141,28.316779,1968
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 14",57.82068649999999,28.3144158,1970
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 14а",57.8199942,28.3141066,1970
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 15",57.820935,28.3092263,2016
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 15Б",57.821013,28.307532,2016
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 16",57.8205892,28.3127325,1973
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 16 а",57.8199845,28.3132316,1971
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 20",57.82006099999999,28.3061605,1970
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 22",57.8199328,28.3044045,1970
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 22а",57.81960369999999,28.3053084,1980
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 24",57.8189037,28.3042612,1971
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 26",57.819078,28.3033426,1970
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 28",57.8198196,28.3026749,1971
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 32",57.81955409999999,28.2991181,1971
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 38",57.8194514,28.2977374,1971
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 39",57.8198288,28.2946573,1986
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 40",57.8193259,28.2953873,1971
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 40А",57.81925289999999,28.294438,1983
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 42",57.8192884,28.2900481,1981
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 44",57.8185399,28.2868808,1981
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 44а",57.8185008,28.2877282,1980
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 45",57.8194481,28.2874222,1985
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 46",57.818555,28.2889615,1980
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 47",57.82061479999999,28.2861701,1985
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 49",57.820089,28.285841,1985
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 50",57.8168029,28.2858735,1979
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 51",57.819573,28.285048,1986
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 52",57.817244,28.2842179,1979
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 52А",57.817404,28.285489,1979
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 53",57.820021,28.2849297,1985
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 54",57.8160286,28.2818803,1982
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 54А",57.81550419999999,28.2823285,1982
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 56а",57.8145226,28.281665,2008
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 58",57.81506210000001,28.2790429,1983
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 58А",57.81488340000001,28.2802,1983
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 61",57.81870939999999,28.2834587,1988
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 63",57.81794619999999,28.2831119,1985
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 64",57.813255,28.271906,1994
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 65",57.8183443,28.2824143,1985
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 66",57.81273900000001,28.271415,1994
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 67",57.81629410000001,28.2795658,1988
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 67/12",57.81629410000001,28.2795658,1992
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 69",57.8159048,28.278231,1988
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 69А",57.81633299999999,28.2778249,1988
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 69Б",57.8167602,28.2774398,1988
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 70",57.8119526,28.2672484,2012
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 72",57.810514,28.2670311,2011
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 75",57.8152961,28.2758846,1990
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 75А",57.8157194,28.2754914,1990
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 75Б",57.8161526,28.2750943,1991
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 77",57.8144994,28.2731613,1990
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 77/1",57.8144994,28.2731613,1995
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 79",57.814097,28.271713,2005
,"обл. Псковская, г. Псков, ул. Коммунальная, д. 81",57.8135351,28.2688187,2004
,"обл. Псковская, г. Псков, пер. Комсомольский, д. 5",57.8116542,28.3393947,1953
,"обл. Псковская, г. Псков, ул. Конная, д. 5",57.81686749999999,28.3181971,1971
,"обл. Псковская, г. Псков, ул. Конная, д. 6",57.81672439999999,28.3207053,1975
,"обл. Псковская, г. Псков, ул. Конная, д. 28",57.81600749999999,28.3151399,1970
,"обл. Псковская, г. Псков, ул. Конная, д. 30",57.81593350000001,28.3144478,1987
,"обл. Псковская, г. Псков, пер. Корытовский, д. 2",57.79434949999999,28.3357391,1962
,"обл. Псковская, г. Псков, пер. Корытовский, д. 6а",57.7935628,28.3368295,1967
,"обл. Псковская, г. Псков, ул. Космическая, д. 1",57.8035832,28.3204417,1982
,"обл. Псковская, г. Псков, ул. Космическая, д. 4",57.80320379999999,28.3211325,1958
,"обл. Псковская, г. Псков, ул. Космическая, д. 8",57.8031723,28.3190891,1958
,"обл. Псковская, г. Псков, ул. Космическая, д. 10",57.80316999999999,28.31854,1958
,"обл. Псковская, г. Псков, ул. Космическая, д. 11",57.80362179999999,28.3171056,1958
,"обл. Псковская, г. Псков, ул. Космическая, д. 12",57.8031473,28.317611,1958
,"обл. Псковская, г. Псков, ул. Космическая, д. 13",57.80359619999999,28.3166053,1958
,"обл. Псковская, г. Псков, ул. Космическая, д. 14",57.8031662,28.3171792,1958
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 2А",57.8135367,28.3266455,2018
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 4",57.81386860000001,28.3256343,2018
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 4А",57.8135227,28.3251641,2018
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 6",57.81348909999999,28.3239097,2010
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 11",57.81401789999999,28.3210583,1972
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 12",57.8134238,28.3205748,1975
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 12а",57.8126851,28.3199115,1975
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 13",57.81397699999999,28.3202173,1970
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 14",57.8133343,28.3191976,1975
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 14а",57.8126188,28.3190464,1980
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 15",57.8139005,28.3194209,1974
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 17",57.81379940000001,28.3187089,1975
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 19",57.8135494,28.318039,1976
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 20А",57.8069844,28.3251127,1984
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 22 а",57.8102245,28.3124166,1976
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 22А",57.8102245,28.3124166,1976
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 22Б",57.8099946,28.3132968,1976
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 24",57.8100884,28.3099166,2000
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 25",57.8119863,28.3121988,1969
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 25А",57.81206189999999,28.3119257,2000
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 26",57.8094792,28.3090207,1975
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 27",57.8115211,28.311399,1970
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 29",57.81113010000001,28.310324,1971
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 31",57.811193,28.3085169,1996
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 31А",57.8111191,28.3084714,1996
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 33",57.810578,28.309044,1970
,"обл. Псковская, г. Псков, ул. Красноармейская, д. 35",57.810047,28.307657,1971
,"обл. Псковская, г. Псков, ул. Красных Партизан, д. 4",57.8189708,28.3420069,1996
,"обл. Псковская, г. Псков, ул. Красных Партизан, д. 9",57.81955480000001,28.3426944,2011
,"обл. Псковская, г. Псков, ул. Красных Партизан, д. 9а",57.8196154,28.3434335,2011
,"обл. Псковская, г. Псков, ул. Красных Партизан, д. 9б",57.81962770000001,28.3440964,2011
,"обл. Псковская, г. Псков, ул. Красных Партизан, д. 17",57.82089620000001,28.3422096,1964
,"обл. Псковская, г. Псков, ул. Крестки, д. 6",57.8225652,28.2770541,1969
,"обл. Псковская, г. Псков, ул. Крестки, д. 7",57.8230589,28.2780838,2018
,"обл. Псковская, г. Псков, ш. Крестовское, д. 63а",57.8025528,28.3862071,1957
,"обл. Псковская, г. Псков, п. Кресты ДОС, д. 111",57.7948452,28.4163741,1976
,"обл. Псковская, г. Псков, ул. Крупской, д. 22",57.8284026,28.3576924,2015
,"обл. Псковская, г. Псков, ул. Крупской, д. 24",57.8287172,28.3584905,2019
,"обл. Псковская, г. Псков, ул. Крупской, д. 28",57.8280594,28.358883,2009
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 4",57.8234366,28.3085774,2008
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 6",57.8228849,28.3084519,2009
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 8",57.8233474,28.3076697,2009
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 10",57.82244720000001,28.3023868,2019
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 12",57.8228634,28.3012951,2010
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 12А",57.8224829,28.300728,2010
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 24",57.8216226,28.2900802,2009
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 24а",57.8215093,28.2899395,2008
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 26",57.82141769999999,28.2888384,2005
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 26а",57.82141769999999,28.2888384,2007
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 28",57.82226299999999,28.2882551,2007
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 28а",57.82238220000001,28.2890381,2007
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 28б",57.82328,28.2910552,2010
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 30",57.82222590000001,28.2863306,1987
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 30а",57.82159589999999,28.287262,1987
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 32",57.8216873,28.2854906,1987
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 34",57.82109979999999,28.2848003,1987
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 36",57.821909,28.284135,1987
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 38",57.82181369999999,28.2821155,1987
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 40",57.8213133,28.2831011,1987
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 42",57.820775,28.2826575,1986
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 44",57.82126839999999,28.281443,1986
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 46",57.82172609999999,28.2802109,1986
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 48",57.8212068,28.2789838,1987
,"обл. Псковская, г. Псков, ул. Кузбасской Дивизии, д. 50",57.8217198,28.2778544,1987
,"обл. Псковская, г. Псков, ул. Кузнецкая, д. 5",57.80532969999999,28.337463,1961
,"обл. Псковская, г. Псков, ул. Кузнецкая, д. 11",57.806176,28.3382931,1961
,"обл. Псковская, г. Псков, ул. Лагерная, д. 5-А",57.8130755,28.3239543,2015
,"обл. Псковская, г. Псков, ул. Ленина, д. 1",57.818003,28.3351933,1954
,"обл. Псковская, г. Псков, ул. Ленина, д. 5",57.8177253,28.3359885,1881
